"author_id","created_at","id","lang","retweet_count","text"
"1270481573260005379","2022-05-27 07:44:17+00:00","1530092512039383042","pt","0","aposta johnathan e nancy vao terminar entre os primeiros eps #StrangerThings4"
"1483067470055452674","2022-05-27 07:44:16+00:00","1530092507840790529","pt","26","RT @sadiesinkbra FINALMENTE VEIO AÍ  Depois de quase 3 anos de espera #StrangerThings4 já está disponível na Netflix\n"
"1335842943601700864","2022-05-27 07:44:06+00:00","1530092467755810816","pt","0","Já chorei duas vezes nesse ep e n tá nem na metade #StrangerThings4"
"49719932","2022-05-27 07:44:05+00:00","1530092463813279744","pt","703","RT @tracklist  SAIU quarta temporada de #StrangerThings já está disponível na Netflix \n\n#StrangerThings4 "
"744946151825219585","2022-05-27 07:44:05+00:00","1530092463096057860","pt","2","RT @jjkstranger EU ACHEI QUE NUNCA MAIS VERIA ISSO MEUDEUS EU PASSANDO MAL ADEUS MUNDO\n#StrangerThings4 #StrangerThings "
"795975145630429184","2022-05-27 07:44:04+00:00","1530092457945358336","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1450508324773011456","2022-05-27 07:44:03+00:00","1530092454959005698","pt","0","Vagabunda oxigenada\n#StrangerThings4"
"1205163745200263169","2022-05-27 07:44:00+00:00","1530092443412180993","pt","362","RT @strangertbr O impacto de Stranger Things é indiscutível\n\nMilhares de pessoas em New York assistindo o show de luzes Empire State B…"
"1193409934861459456","2022-05-27 07:43:59+00:00","1530092435573035008","pt","0","MAX EU VOU CUIDAR DE VOCÊ  \n#StrangerThings4"
"882799697798340608","2022-05-27 07:43:58+00:00","1530092431500255235","pt","0","Primeira fala Dustin na temporada putaquepariu\nSegunda fala putamerda\n\n#StrangerThings4 \n#StrangerThings"
"2602201627","2022-05-27 07:43:55+00:00","1530092420494508032","pt","0","   Warriors Emelec Tiberio O Fluminense Nandinho Talleres minghao CRIAS CAMPEÃO DA CPN Estudiantes VICKIE Diniz COMO CONQUISTAR PELA BOCA Galisteu Cerro Libertad #HomeToBilo #QandA #StrangerThings4 #NRW2022 Voldemort Downer"
"4346057895","2022-05-27 07:43:54+00:00","1530092414773370880","pt","0","Comecei ver #StrangerThings4  vamo ver se vou entender "
"1171191257210793984","2022-05-27 07:43:52+00:00","1530092406577700865","pt","0","E VAMOS LA ASSISTIR MELHOR SÉRIE MUNDO \n#StrangerThings4"
"1205163745200263169","2022-05-27 07:43:50+00:00","1530092401766944768","pt","3416","RT @NetflixBrasil Nunca estive tão ansiosa para conhecer um feio #StrangerThings4 "
"1305037766330376192","2022-05-27 07:43:50+00:00","1530092397748707336","pt","0","Em poucos minutos e eu já amei o eddie KKKKKKKKKKKK lendinha\n#StrangerThings4"
"961383218443440129","2022-05-27 07:43:47+00:00","1530092387950858240","pt","0","Eu com 9 minutos de Stranger Things\n#StrangerThings4 "
"1394742444651057161","2022-05-27 07:43:44+00:00","1530092375581786114","pt","0","AMIGOS NÃO MENTEM #StrangerThings4"
"1529431241082159106","2022-05-27 07:43:39+00:00","1530092355193282560","pt","0","meu deus o cabeludinho grupo de nerds é um gato #StrangerThings4"
"1503081566544793600","2022-05-27 07:43:38+00:00","1530092351502303232","pt","0","aí q dó da onze #StrangerThings4"
"1041283408398184450","2022-05-27 07:43:36+00:00","1530092339875692546","pt","4210","RT @ibeliveidk 1 diaaa pra #StrangerThings e eu estou exatamente assim "
"1270481573260005379","2022-05-27 07:43:34+00:00","1530092330572779526","pt","0","os colegas dos dois perguntando pq um ou outro não vai visitar socorro #StrangerThings4"
"252148878","2022-05-27 07:43:32+00:00","1530092322733576195","pt","0","Bom dia hoje tem 🥳  #StrangerThings4"
"256737689","2022-05-27 07:43:31+00:00","1530092321089388544","pt","0","Alguém acordado #StrangerThings "
"1248780528477667329","2022-05-27 07:43:31+00:00","1530092320137289728","pt","1474","RT @strangertbr  Primeira foto de Suzie na quarta temporada de #StrangerThings "
"1663484328","2022-05-27 07:43:31+00:00","1530092319931768832","pt","78","RT @ofbatatinha É HOJE #STRANGERTHINGS CHEGA NA NETFLIX ÀS 4H DA MANHÃ "
"1075731914760306688","2022-05-27 07:43:31+00:00","1530092319596322816","pt","703","RT @tracklist  SAIU quarta temporada de #StrangerThings já está disponível na Netflix \n\n#StrangerThings4 "
"1165633893107687425","2022-05-27 07:43:29+00:00","1530092311845150720","pt","0","sabe oq é chorar na música de abertura #st4 #StrangerThings"
"172383030","2022-05-27 07:43:28+00:00","1530092307856375808","pt","507","RT @strangertbr Após 3 longos anos de espera 4ª temporada de #StrangerThings já está disponível na Netflix  "
"765175351022645248","2022-05-27 07:43:26+00:00","1530092300831006721","pt","4","RT @staygoonld os fãs de stranger things esperando quarta temporada lançar #StrangerThings4 "
"1020614533193363456","2022-05-27 07:43:19+00:00","1530092270757756928","pt","141","RT @emyxws amanhã veremos robin de terninho #StrangerThings4 "
"1235342756165320704","2022-05-27 07:43:17+00:00","1530092261568131072","pt","1","ST4 SPOILERS\n\n\n\n\n\n\nJá adorei o Eddie o cara é completamente tan tan das ideias \n#StrangerThings4"
"1379493999912882189","2022-05-27 07:43:17+00:00","1530092259743522817","pt","379","RT @Ana_Z_Fell #StrangerThings4 SIM EU ACORDEI 4 DA MANHÃ PRA ASSISTIR ST QUE SAUDADES EU TAVAAAAAAAA "
"1394742444651057161","2022-05-27 07:43:16+00:00","1530092259135344641","pt","0","pessoal da escola da vsf NAMORAL #StrangerThings4"
"1483262293559455745","2022-05-27 07:43:14+00:00","1530092249391955969","pt","379","RT @Ana_Z_Fell #StrangerThings4 SIM EU ACORDEI 4 DA MANHÃ PRA ASSISTIR ST QUE SAUDADES EU TAVAAAAAAAA "
"1328837773663539202","2022-05-27 07:43:14+00:00","1530092249132027904","pt","0","VIADO O PE VECNA \n#StrangerThings4"
"1269775563096457216","2022-05-27 07:43:14+00:00","1530092248729325568","pt","0","Foi bom te conhecer Chrissy #StrangerThings4"
"1395812173952192515","2022-05-27 07:43:07+00:00","1530092219318915072","pt","0","#StrangerThings\nfinalmente 4 temporada está entre nós"
"733864806","2022-05-27 07:43:05+00:00","1530092211135819776","pt","0","O ASMR DrBrenner começo ep  #StrangerThings4"
"1253837789638070278","2022-05-27 07:43:04+00:00","1530092207813844992","pt","0","que tezudo esse eddie #StrangerThings4"
"1496309123566260224","2022-05-27 07:43:02+00:00","1530092199312080896","pt","0","tem sempre uma escrota na sala #StrangerThings4"
"1500323451097202688","2022-05-27 07:43:00+00:00","1530092189149192194","pt","0","EU NUNCA FUI TAO FELIZ #StrangerThings"
"1117430551873564674","2022-05-27 07:42:57+00:00","1530092177753350144","pt","1529","Joyce e o nessa temporada #StrangerThings4 "
"1506602378165989382","2022-05-27 07:42:55+00:00","1530092170727784448","pt","0","EDDIE E CHRISSY MEUS AMORES #StrangerThings4"
"1220441316863234049","2022-05-27 07:42:54+00:00","1530092166902689793","pt","4210","RT @ibeliveidk 1 diaaa pra #StrangerThings e eu estou exatamente assim "
"3760767676","2022-05-27 07:42:48+00:00","1530092139786293248","pt","703","RT @tracklist  SAIU quarta temporada de #StrangerThings já está disponível na Netflix \n\n#StrangerThings4 "
"234456226","2022-05-27 07:42:47+00:00","1530092134363176960","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1230672179307667456","2022-05-27 07:42:45+00:00","1530092128231120896","pt","0","eu amo peitinho #StrangerThings"
"1496309123566260224","2022-05-27 07:42:42+00:00","1530092116520714246","pt","0","mo gata dando em cima #StrangerThings4"
"1373007962940268544","2022-05-27 07:42:40+00:00","1530092107154825217","pt","0","Medo de começar ver e de debulhar em lágrimas\n#StrangerThings4"
"1270481573260005379","2022-05-27 07:42:39+00:00","1530092103514079232","pt","0","KKKKELE FEZ UMA MACONHA DE MADEIRA #StrangerThings4"
"1484851961740599301","2022-05-27 07:42:33+00:00","1530092078511927296","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1444311903128461316","2022-05-27 07:42:27+00:00","1530092050191945730","pt","613","RT @strangertbr ONZE MINUTOS #StrangerThings4 "
"1212716017014624256","2022-05-27 07:42:25+00:00","1530092045032906752","pt","6","RT @lucasviaana não falem comigo até eu terminar essa temporada beijo tchau #StrangerThings4"
"1529431241082159106","2022-05-27 07:42:25+00:00","1530092042336051200","pt","0","esse grupinho dos nerds ai heinkkk passava o rodo #StrangerThings4"
"1378165431895216129","2022-05-27 07:42:21+00:00","1530092025000886272","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1477418910328762370","2022-05-27 07:42:19+00:00","1530092018340401153","pt","0","mal posso acreditar que #StrangerThings4 foi lançado MEU DEUS"
"778392957103857664","2022-05-27 07:42:12+00:00","1530091986828541952","pt","0","Jonathan maconheiro pô  #StrangerThings4"
"1271425052928544768","2022-05-27 07:42:10+00:00","1530091979639607296","pt","3","RT @marsdoreino oi o meu herói eu escolhi meu pai MEU CORAÇÃO SE DESPEDAÇOU EM PEDACINHOS #StrangerThings4"
"1092250544524136449","2022-05-27 07:42:09+00:00","1530091977190023168","pt","1474","RT @strangertbr  Primeira foto de Suzie na quarta temporada de #StrangerThings "
"1282881894913384454","2022-05-27 07:42:07+00:00","1530091968101068800","pt","0","FINALMENTE depois de 85 anos lançou 4ª temporada de Stranger Things🤩🤩 #StrangerThings4"
"1427850463236460546","2022-05-27 07:42:07+00:00","1530091966725234688","pt","0","MACONHADOURO KSKSJSKKKKLLLLKK JHONATAN ONDE VOCÊ SE METEU #StrangerThings4"
"1460449705398263808","2022-05-27 07:42:05+00:00","1530091957703303168","pt","0","0400 e eu aqui #StrangerThings4 "
"1306777202139299841","2022-05-27 07:42:04+00:00","1530091953152565248","pt","1","volto quando terminar pq não quero spoiler #StrangerThings4 "
"63007733","2022-05-27 07:42:01+00:00","1530091941647499264","pt","0","Impressionante como Millie Bobby Brown é uma ótima atriz #StrangerThings"
"1423501058765164551","2022-05-27 07:42:00+00:00","1530091940422746112","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1228920882472595456","2022-05-27 07:41:57+00:00","1530091926229241858","pt","0","eu te amo eleven com cabelo da Joyce eu te amo muito #StrangerThings4"
"1500323451097202688","2022-05-27 07:41:57+00:00","1530091924807471104","pt","0","LANÇO PORRA CARALHO VÃO VER #StrangerThings4 "
"2999832141","2022-05-27 07:41:55+00:00","1530091919421882369","pt","3416","RT @NetflixBrasil Nunca estive tão ansiosa para conhecer um feio #StrangerThings4 "
"1198362443031949313","2022-05-27 07:41:50+00:00","1530091895027904512","pt","0","ASSIM @NetflixBrasil #StrangerThings4 "
"922822572659625989","2022-05-27 07:41:48+00:00","1530091885963902980","pt","0","#StrangerThings está entre nós "
"1373007962940268544","2022-05-27 07:41:44+00:00","1530091873100042240","pt","0","Se eu já fui triste em algum momento eu não lembro QOOQOQOQOWOW\n#StrangerThings4 "
"802246995247243265","2022-05-27 07:41:44+00:00","1530091872667975681","pt","0","EU TAVA ESCUTANDO CALIFORNIA DREAMIN ANTES DE COMEÇAR E AGORA TA TOCANDO #StrangerThings4"
"1092250544524136449","2022-05-27 07:41:42+00:00","1530091861586632704","pt","1705","RT @NetflixBrasil Você está preparado pra uma guerra com o mundo invertido O Volume 1 da 4ª temporada de #StrangerThings já está disponív…"
"1181029367578845184","2022-05-27 07:41:41+00:00","1530091859233628161","pt","379","RT @Ana_Z_Fell #StrangerThings4 SIM EU ACORDEI 4 DA MANHÃ PRA ASSISTIR ST QUE SAUDADES EU TAVAAAAAAAA "
"1195333493351424000","2022-05-27 07:41:41+00:00","1530091857123893248","pt","5","RT @russin01 DPS DE 3 ANOS EU SENDO FELIZ NOVAMENTE #StrangerThings4"
"4565350533","2022-05-27 07:41:40+00:00","1530091854582128640","pt","3","RT @Oluishenriquei Prontos pra 4ª temporada Lá vou eu #StrangerThings4"
"121600481","2022-05-27 07:41:38+00:00","1530091847967821827","pt","703","RT @tracklist  SAIU quarta temporada de #StrangerThings já está disponível na Netflix \n\n#StrangerThings4 "
"1507046901090332677","2022-05-27 07:41:37+00:00","1530091841764335616","pt","0","meu Deus robin boyola chega pra mim \n#StrangerThings4"
"1181029367578845184","2022-05-27 07:41:36+00:00","1530091835946835968","pt","320","RT @lkdelavenus fã de stranger things se vê obrigado acordar de madrugada pra assistir nova temporada pq sabe que depois que amanhecer…"
"1330324145381519360","2022-05-27 07:41:33+00:00","1530091825813504005","pt","0","Mano que voz é essa dustin  \n@jaogranja #StrangerThings4"
"1506602378165989382","2022-05-27 07:41:32+00:00","1530091821388414976","pt","0","CHRISSY MACONHEIRA #StrangerThings4"
"1270481573260005379","2022-05-27 07:41:31+00:00","1530091817517166592","pt","0","“Eu devia ficar preocupada”\n“Eu ficaria” #StrangerThings4"
"1181029367578845184","2022-05-27 07:41:26+00:00","1530091793798373376","pt","703","RT @tracklist  SAIU quarta temporada de #StrangerThings já está disponível na Netflix \n\n#StrangerThings4 "
"720070109516140545","2022-05-27 07:41:13+00:00","1530091741470236672","pt","379","RT @Ana_Z_Fell #StrangerThings4 SIM EU ACORDEI 4 DA MANHÃ PRA ASSISTIR ST QUE SAUDADES EU TAVAAAAAAAA "
"1429846518631108609","2022-05-27 07:41:09+00:00","1530091726328799233","pt","1","#StrangerThings4\n\nputs nem vou conseguir ir pra aula ein "
"1341589467027660802","2022-05-27 07:41:09+00:00","1530091724961419264","pt","1395","RT @NetflixBrasil Eles mexeram com o número primo errado\nAvisa que Onze e galera de #StrangerThings4 já chegaram meu site "
"1435405156892516353","2022-05-27 07:41:09+00:00","1530091723807940610","pt","0","Eu acho que sou o único que nunca assistiu #StrangerThings4 Postando isso pra mostrar que sou diferente ds outros "
